PrimaryPropertyType,ZipCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,z_SiteEnergyUse(kBtu),z_TotalGHGEmissions
Residence Hall,98177,NORTHEAST,1950,1,3,0,29084,Residence Hall/Dormitory,63,1632499,560665,1071834,61,-0.501914762680374,0.016320234402737298
Worship Facility,98144,SOUTHEAST,1963,1,2,0,22952,"Parking, Worship Facility",20,470667,123878,346789,19,-0.9820119185334294,-0.6575883612933091
Warehouse,98108,GREATER DUWAMISH,1976,1,1,0,21040,Non-Refrigerated Warehouse,28,592088,266815,325273,19,-0.9318378169758601,-0.6575883612933091
Warehouse,98108,GREATER DUWAMISH,1951,1,2,0,28032,Non-Refrigerated Warehouse,44,1321065,510536,810529,47,-0.6306068434940721,-0.2083159641626115
Distribution Center,98108,GREATER DUWAMISH,1974,1,1,0,25620,Distribution Center,22,550324,189949,360375,20,-0.949095714517886,-0.6415429185386413
Warehouse,98144,DOWNTOWN,1992,1,3,0,33238,Non-Refrigerated Warehouse,49,1632472,1632472,0,11,-0.5019259197351015,-0.7859519033306512
K-12 School,98104,EAST,1912,1,4,0,27800,K-12 School,106,1181429,528460,652969,38,-0.6883078247501377,-0.3527249489546215
Supermarket / Grocery Store,98136,SOUTHWEST,1998,1,1,0,33706,Supermarket/Grocery Store,274,8687690,5528496,3159194,206,2.413461240993198,2.3429094338295644
Mixed Use Property,98119,MAGNOLIA / QUEEN ANNE,1961,1,2,0,37600,"Non-Refrigerated Warehouse, Office, Other",58,2171752,472249,1699502,94,-0.27908234664670684,0.5458198453067737
K-12 School,98177,NORTHWEST,1954,1,1,0,42128,K-12 School,41,1709308,893537,815770,50,-0.47017542132644563,-0.1601796358986082
K-12 School,98117,BALLARD,1932,1,2,0,44753,K-12 School,35,1638692,558868,1079824,61,-0.4993556649053102,0.016320234402737298
Other,98122,EAST,1912,1,3,0,33708,Other,23,786324,567086,52750,20,-0.8515747917155178,-0.6415429185386413
Other,98155,NORTH,1948,1,2,0,47237,Other,126,5981430,5981430,0,42,1.2951689844544818,-0.28854317793595036
K-12 School,98107,BALLARD,1989,1,2,0,57298,K-12 School,26,1586389,1586389,0,11,-0.5209685328092605,-0.7859519033306512
Worship Facility,98105,NORTHEAST,1938,1,3,0,26373,Worship Facility,37,964236,282478,681758,38,-0.7780572390985053,-0.3527249489546215
Small- and Mid-Sized Office,98122,CENTRAL,1956,6,2,0,75868,"Non-Refrigerated Warehouse, Office, Restaurant, Retail Store",48,3605750,3605750,0,25,0.31348040020393053,-0.5613157047653025
Mixed Use Property,98112,EAST,1947,1,2,0,21656,"Office, Other - Entertainment/Public Assembly, Other - Public Services, Restaurant, Urgent Care/Clinic/Other Outpatient",74,1607972,726238,881734,52,-0.5120499138395845,-0.12808875038927264
Distribution Center,98119,MAGNOLIA / QUEEN ANNE,1921,1,3,0,23040,Distribution Center,18,421430,421430,0,3,-1.0023578408894471,-0.9143154453679935
Other,98119,MAGNOLIA / QUEEN ANNE,1956,1,2,0,36771,Other,156,5447076,5447076,0,38,1.0743609540174621,-0.3527249489546215
Warehouse,98108,GREATER DUWAMISH,1977,1,1,0,24024,"Non-Refrigerated Warehouse, Other - Services",16,375774,375773,0,3,-1.0212240072092138,-0.9143154453679935
Warehouse,98108,GREATER DUWAMISH,1953,1,1,0,42420,"Non-Refrigerated Warehouse, Office, Other",23,965425,474320,491105,29,-0.7775659154662511,-0.4971339337466314
Distribution Center,98108,GREATER DUWAMISH,1979,1,1,0,36982,"Distribution Center, Office",10,374754,282354,92400,7,-1.0216454959433596,-0.8501336743493224
Warehouse,98108,GREATER DUWAMISH,1964,1,2,0,23400,"Non-Refrigerated Warehouse, Office, Parking",19,439267,439267,0,3,-0.9949871599571344,-0.9143154453679935
Other,98109,MAGNOLIA / QUEEN ANNE,1948,1,2,0,30720,"Office, Other, Parking",58,1683064,482047,1201017,67,-0.48102007852146833,0.11259289093074393
Warehouse,98108,GREATER DUWAMISH,1972,1,1,0,23232,Non-Refrigerated Warehouse,6,127374,127374,0,1,-1.123868910701198,-0.9464063308773291
Warehouse,98108,GREATER DUWAMISH,1974,1,1,0,35046,Non-Refrigerated Warehouse,33,1063269,841364,221905,18,-0.7371344020311879,-0.6736338040479769
Refrigerated Warehouse,98108,GREATER DUWAMISH,1961,1,1,0,25577,"Non-Refrigerated Warehouse, Office, Refrigerated Warehouse",35,895785,723667,172117,14,-0.8063428521779329,-0.737815575066648
Warehouse,98108,GREATER DUWAMISH,1974,1,1,0,43380,Non-Refrigerated Warehouse,10,405062,405062,0,3,-1.0091214953997403,-0.9143154453679935
Small- and Mid-Sized Office,98020,LAKE UNION,1995,1,3,0,20410,Office,133,2720238,1444160,1276078,78,-0.052434631120521505,0.28909276123208943
Small- and Mid-Sized Office,98133,NORTHWEST,1983,1,3,6300,18396,"Office, Parking",34,624126,624125,0,4,-0.9185989384811895,-0.8982700026133257
K-12 School,98125,NORTHWEST,1956,1,1,0,45174,K-12 School,44,1980825,786971,1193854,69,-0.35797801286657016,0.14468377644007946
Worship Facility,98125,NORTHWEST,2002,1,1,0,24955,Worship Facility,28,689803,320006,369797,22,-0.8914596094689389,-0.6094520330293058
Other,98112,CENTRAL,1991,1,3,0,34074,Other/Specialty Hospital,250,8521989,3603789,4918200,286,2.34498956968271,3.626544854202986
Worship Facility,98125,NORTH,1961,1,2,0,76475,"Other - Education, Worship Facility",23,1765814,573241,1192573,67,-0.44682577190326506,0.11259289093074393
K-12 School,98125,NORTH,1988,1,2,0,32961,K-12 School,48,1573155,446659,1126496,63,-0.526437142522678,0.04841111991207284
Other,98103,NORTHWEST,2004,1,1,14570,12806,"Library, Parking",85,1082920,668530,414390,27,-0.7290141323108941,-0.529224819255967
K-12 School,98112,CENTRAL,1950,1,1,0,109794,K-12 School,30,3296526,1294767,2001759,115,0.18570154498088176,0.882774143154797
Other,98122,CENTRAL,1911,1,3,0,25200,Other - Lodging/Residential,49,1242666,281188,961478,53,-0.663003211404169,-0.11204330763460488
Other,98122,EAST,1907,1,2,0,22320,"Repair Services (Vehicle, Shoe, Locksmith, etc)",9,209645,137286,72359,5,-1.0898725384983436,-0.8822245598586579
Mixed Use Property,98122,EAST,1912,1,3,0,24000,"Office, Other, Retail Store",39,932084,876004,56079,9,-0.7913432251575805,-0.8180427888399868
Small- and Mid-Sized Office,98122,EAST,1920,1,3,0,23422,Office,115,2701872,334292,2367580,128,-0.0600239076806414,1.091364898965478
Other,98122,EAST,1975,5,2,11328,27551,Urgent Care/Clinic/Other Outpatient,87,3371660,3257087,114572,29,0.21674873571746284,-0.4971339337466314
Mixed Use Property,98122,EAST,1998,1,5,14625,38409,"Multifamily Housing, Parking, Supermarket/Grocery Store",92,3392129,2091625,1300504,84,0.22520702287357164,0.38536541776009603
Warehouse,98112,EAST,1920,1,2,0,23040,Non-Refrigerated Warehouse,4,79712,72845,6867,1,-1.1435640048647848,-0.9464063308773291
Warehouse,98122,EAST,1958,1,2,0,61880,Non-Refrigerated Warehouse,10,595936,595937,0,4,-0.9302477300650825,-0.8982700026133257
Small- and Mid-Sized Office,98122,EAST,1925,1,2,0,27938,"Office, Retail Store",38,1027394,1024252,3142,7,-0.7519588219698953,-0.8501336743493224
Other,98105,NORTHEAST,1924,1,2,0,21600,"Other - Services, Retail Store",38,1623657,1623657,0,11,-0.5055684914914695,-0.7859519033306512
Other,98105,NORTHEAST,1929,1,3,0,27908,Other,93,2028126,964426,1063700,63,-0.33843209265693114,0.04841111991207284
K-12 School,98112,CENTRAL,2000,1,2,0,30562,K-12 School,53,1622231,659450,962781,56,-0.5061577492707754,-0.06390697937060157
Retail Store,98104,DOWNTOWN,2000,1,3,0,54969,Retail Store,68,3724098,3434704,289394,39,0.3623846636438232,-0.3366795061999537
K-12 School,98122,CENTRAL,1951,1,2,0,36825,"K-12 School, Office, Social/Meeting Hall, Worship Facility",27,1755073,911763,843310,51,-0.4512642135635203,-0.1441341931439404
Small- and Mid-Sized Office,98122,EAST,1958,1,3,0,25834,Office,65,2076290,1219253,857036,54,-0.31852955992026477,-0.09599786487993711
Worship Facility,98102,EAST,1929,1,1,0,37700,Worship Facility,67,3481728,751827,2729901,150,0.2622315023742894,1.444364639568169
K-12 School,98112,EAST,1925,1,2,0,27273,K-12 School,46,1258619,436535,822084,47,-0.6564110449572784,-0.2083159641626115
Mixed Use Property,98122,CENTRAL,2004,1,6,0,97229,"Multifamily Housing, Parking, Retail Store",16,1021755,1021754,0,7,-0.754288993510923,-0.8501336743493224
Small- and Mid-Sized Office,98103,NORTHWEST,1982,1,3,0,25111,"Non-Refrigerated Warehouse, Office, Parking",43,954353,557279,397074,25,-0.7821411343529792,-0.5613157047653025
Worship Facility,98199,MAGNOLIA / QUEEN ANNE,1953,1,2,0,31805,Worship Facility,52,1641667,407379,1234288,68,-0.49812632276405155,0.1286383336854117
K-12 School,98199,MAGNOLIA / QUEEN ANNE,1953,1,1,0,20811,K-12 School,61,1267348,505796,761553,44,-0.6528040104863383,-0.2564522924266148
Warehouse,98134,GREATER DUWAMISH,1967,1,2,0,22058,"Non-Refrigerated Warehouse, Office",100,1987335,847726,1139608,66,-0.35528792300452183,0.09654744817607616
Refrigerated Warehouse,98108,GREATER DUWAMISH,1970,1,1,0,22890,"Office, Refrigerated Warehouse",216,10005787,8922015,1083771,120,2.9581308841416436,0.9630013569281358
Other,98112,GREATER DUWAMISH,1907,1,5,0,36000,Other,31,1111294,346376,764918,43,-0.7172893074651551,-0.2724977351812826
Distribution Center,98108,GREATER DUWAMISH,1971,1,1,0,28320,"Distribution Center, Parking",150,4236396,3403624,832772,68,0.5740786200413132,0.1286383336854117
Worship Facility,98115,NORTHEAST,1955,1,1,0,29079,Worship Facility,30,861644,511118,350526,22,-0.8204507412685925,-0.6094520330293058
Small- and Mid-Sized Office,98112,EAST,1982,1,3,9616,19232,"Office, Parking",38,726918,726917,0,5,-0.8761227914612698,-0.8822245598586579
Small- and Mid-Sized Office,98107,BALLARD,1988,1,2,0,20535,"Distribution Center, Office",84,1835804,1274260,561544,39,-0.4179042067043763,-0.3366795061999537
Laboratory,98119,MAGNOLIA / QUEEN ANNE,1985,1,2,0,43025,"Laboratory, Other",218,9393108,5264469,4128638,256,2.704957064388965,3.145181571562953
Warehouse,98108,GREATER DUWAMISH,1965,1,1,0,30800,Non-Refrigerated Warehouse,16,485971,485971,0,3,-0.9756879346242453,-0.9143154453679935
Mixed Use Property,98104,EAST,1900,1,3,0,22168,"Multifamily Housing, Other - Entertainment/Public Assembly",80,1784385,982475,801910,49,-0.43915178437206687,-0.17622507865327597
Warehouse,98134,GREATER DUWAMISH,1922,1,1,0,37400,"Distribution Center, Non-Refrigerated Warehouse, Supermarket/Grocery Store",25,924193,894740,29453,8,-0.7946039777077224,-0.8340882315946546
Small- and Mid-Sized Office,98104,DOWNTOWN,2000,1,11,0,68452,"Bank Branch, Office",55,3782378,3782378,0,26,0.3864673728850182,-0.5452702620106347
K-12 School,98105,NORTHEAST,1924,1,3,0,97500,K-12 School,38,3736960,910698,2826262,156,0.3676995539365523,1.5406372960961756
Small- and Mid-Sized Office,98119,MAGNOLIA / QUEEN ANNE,1982,1,5,0,54015,Office,56,3020002,3020001,0,21,0.07143512270544929,-0.6254974757839735
Restaurant,98101,DOWNTOWN,1985,1,13,0,42000,"Office, Other, Other - Restaurant/Bar, Strip Mall",148,7798464,4351882,933062,274,2.0460114948073564,3.4339995411469726
Other,98125,NORTH,1965,1,1,0,24697,"Library, Other - Services",65,1295686,859009,436677,29,-0.6410940617135692,-0.4971339337466314
University,98144,CENTRAL,2013,2,1,0,57468,College/University,52,3543986,2133182,1410803,90,0.28795801767865314,0.4816380742881027
Retail Store,98101,DOWNTOWN,1991,1,3,0,103000,Retail Store,51,5214622,4243144,971477,81,0.9783053244026244,0.3372290894960927
Supermarket / Grocery Store,98116,SOUTHWEST,2008,1,1,0,37864,Supermarket/Grocery Store,212,8025696,5407602,2618093,177,2.139909267393067,1.8775915939441987
Supermarket / Grocery Store,98122,EAST,1950,1,2,0,66497,Supermarket/Grocery Store,140,9290214,9133009,157203,72,2.662438768495631,0.19282010470408278
Retail Store,98109,MAGNOLIA / QUEEN ANNE,2006,1,4,0,34010,Retail Store,93,3560614,3560614,0,25,0.29482911049372845,-0.5613157047653025
Supermarket / Grocery Store,98109,MAGNOLIA / QUEEN ANNE,2006,1,4,0,45980,Supermarket/Grocery Store,181,8305255,5369235,2936020,193,2.255429825264708,2.134318678018883
Retail Store,98122,EAST,1996,1,3,0,45743,Retail Store,117,5313217,4307444,1005772,83,1.0190471692488088,0.3693199750054283
Other,98122,CENTRAL,1991,1,1,0,45000,"Fitness Center/Health Club/Gym, Swimming Pool",78,3505497,1051644,2453853,138,0.2720534295526347,1.2518193265121558
Warehouse,98108,GREATER DUWAMISH,1904,1,4,0,72859,Non-Refrigerated Warehouse,21,1498458,1455485,42973,12,-0.5573037542623751,-0.7699064605759836
K-12 School,98118,SOUTHEAST,2009,1,2,0,138705,K-12 School,36,4959298,3004396,1954902,125,0.8727992562094385,1.0432285707014748
Mixed Use Property,98134,GREATER DUWAMISH,2004,1,3,0,21947,"Office, Other, Parking",58,1554599,969591,585008,38,-0.5341049316901388,-0.3527249489546215
Medical Office,98115,NORTHEAST,1960,1,0,0,30287,Medical Office,78,2193115,1815405,377710,33,-0.27025463701184665,-0.43295216272796033
Small- and Mid-Sized Office,98115,NORTHEAST,1960,1,0,0,21931,Office,124,3947209,1398591,2548619,145,0.454579539098735,1.3641374257948302
Small- and Mid-Sized Office,98104,DOWNTOWN,1985,1,6,0,73102,"Office, Parking",46,4307238,4307238,0,30,0.6033522523004885,-0.4810884909919636
Mixed Use Property,98102,EAST,1916,1,2,59401,81422,"Multifamily Housing, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Retail Store, Supermarket/Grocery Store",20,2762846,2554939,207907,29,-0.034827972312202415,-0.4971339337466314
Mixed Use Property,98134,GREATER DUWAMISH,1966,5,1,0,87458,"Data Center, Distribution Center, Office, Other",97,8475238,3890327,4584911,271,2.3256709228101102,3.3858632128829695
Small- and Mid-Sized Office,98103,LAKE UNION,1993,1,1,0,26263,Office,62,1634669,1634669,0,11,-0.5010180660596912,-0.7859519033306512
Other,98122,CENTRAL,1968,1,1,0,21400,"Fitness Center/Health Club/Gym, Other - Recreation, Swimming Pool",249,5170810,2514599,2656210,159,0.9602011435983135,1.5887736243601789
Supermarket / Grocery Store,98119,MAGNOLIA / QUEEN ANNE,2003,1,4,0,33997,"Parking, Supermarket/Grocery Store",263,8926736,8224625,702110,95,2.512240844858516,0.5618652880614415
Mixed Use Property,98104,DOWNTOWN,1902,1,6,0,74211,"Multifamily Housing, Office, Parking",22,1357120,1357120,0,9,-0.6157080431905154,-0.8180427888399868
Warehouse,98178,SOUTHEAST,1988,1,2,0,45700,Non-Refrigerated Warehouse,5,1544194,1441594,102600,16,-0.5384045300026754,-0.7057246895573124
Residence Hall,98195,NORTHEAST,2012,1,5,0,136758,Residence Hall/Dormitory,30,6275368,3420620,2854748,175,1.4166312938048315,1.8455007084348634
Residence Hall,98195,NORTHEAST,2012,1,7,0,192259,"Residence Hall/Dormitory, Supermarket/Grocery Store",45,8767617,5931729,2835888,192,2.4464890155560157,2.1182732352642155
Other,98108,GREATER DUWAMISH,2012,2,2,0,137138,Other - Utility,40,5475367,5475366,0,38,1.0860514812505206,-0.3527249489546215
Retail Store,98109,MAGNOLIA / QUEEN ANNE,1918,1,3,0,43832,"Hotel, Parking, Retail Store",92,3886545,1343774,2542771,144,0.4295117032475364,1.3480919830401623
Worship Facility,98105,NORTHEAST,2008,1,2,0,70292,Worship Facility,28,1933812,977731,956080,58,-0.37740492449245044,-0.03181609386126602
K-12 School,98122,EAST,2014,1,2,0,35780,K-12 School,77,2912264,2234214,678050,52,0.026915168549171538,-0.12808875038927264
Large Office,98119,MAGNOLIA / QUEEN ANNE,2013,1,3,28217,76844,"Office, Parking",16,1363192,1363192,0,10,-0.6131989455496002,-0.801997346085319
Small- and Mid-Sized Office,98144,DOWNTOWN,2013,1,3,14989,47673,Office,53,2502131,2444599,57532,20,-0.14256173243262374,-0.6415429185386413
Hotel,98107,BALLARD,2013,1,4,22948,39433,"Hotel, Parking, Swimming Pool",58,3497216,3497215,0,24,0.2686315195453194,-0.5773611475199703
Senior Care Community,98112,CENTRAL,2013,1,6,0,79805,"Parking, Senior Care Community",94,7531325,4663661,2867663,185,1.9356231821103147,2.005955135981541
K-12 School,98125,NORTHWEST,2014,1,2,0,48925,K-12 School,26,1662054,1384383,246907,23,-0.4897019199963741,-0.593406590274638
Other,98109,MAGNOLIA / QUEEN ANNE,1962,1,1,0,29000,Other,83,2429214,1604709,824505,55,-0.17269280500881137,-0.07995242212526933
Large Office,98134,GREATER DUWAMISH,2014,1,7,146687,187027,"Office, Parking",24,4581493,4359095,222397,42,0.716681068754571,-0.28854317793595036
Other,98134,GREATER DUWAMISH,2014,1,2,0,56988,"Automobile Dealership, Parking",22,544172,276732,267440,16,-0.9516378700987341,-0.7057246895573124
University,98108,GREATER DUWAMISH,2007,4,2,0,149856,College/University,42,6335316,4967236,1368079,107,1.4414032610936296,0.7544106011174548
Other,98146,DELRIDGE,2010,1,2,0,44162,"Parking, Pre-school/Daycare",35,1546485,953635,592850,38,-0.5374578332478439,-0.3527249489546215
Small- and Mid-Sized Office,98122,EAST,1912,1,2,0,64820,"Movie Theater, Office, Vocational School",38,2274297,1980767,293529,29,-0.23670826601633033,-0.4971339337466314
University,98122,EAST,1993,1,2,0,99765,College/University,32,3185005,2055974,1129031,74,0.139618363490022,0.22491099021341832
Senior Care Community,98101,DOWNTOWN,1989,1,3,156000,41395,"Office, Other - Public Services, Personal Services (Health/Beauty, Dry Cleaning, etc), Senior Care Community",63,2737534,1888063,849471,58,-0.04528750450700557,-0.03181609386126602
Supermarket / Grocery Store,98107,BALLARD,2010,1,8,0,41198,Supermarket/Grocery Store,189,7768058,7151865,616192,83,2.033446998287319,0.3693199750054283
Other,98124,GREATER DUWAMISH,2014,1,1,0,20993,"Repair Services (Vehicle, Shoe, Locksmith, etc)",44,923813,795829,98912,11,-0.7947610029224043,-0.7859519033306512
Other,98108,SOUTHEAST,2009,1,0,0,40265,Pre-school/Daycare,54,2159170,1371703,787467,51,-0.28428153414967033,-0.1441341931439404
University,98195,NORTHEAST,1969,1,4,0,58779,College/University,85,5000717,3719217,0,26,0.8899145913855033,-0.5452702620106347
Residence Hall,98105,NORTHEAST,2011,1,0,0,176225,"Parking, Residence Hall/Dormitory",28,4926695,3424588,1502107,104,0.8593269060139911,0.7062742728534515
Residence Hall,98195,NORTHEAST,1970,1,0,0,89392,Residence Hall/Dormitory,78,6960904,6960904,0,49,1.699911392678748,-0.17622507865327597
Residence Hall,98195,NORTHEAST,2011,1,0,0,97040,Residence Hall/Dormitory,40,3894142,3129824,764318,62,0.4326509678684245,0.03236567715740507
Self-Storage Facility,98144,SOUTHEAST,2014,1,4,14004,87576,Self-Storage Facility,11,940845,868162,72683,10,-0.7877229675106672,-0.801997346085319
Other,98105,NORTHEAST,2014,1,3,0,33648,"Automobile Dealership, Parking",36,1399582,1399582,0,10,-0.598161715122574,-0.801997346085319
Small- and Mid-Sized Office,98122,EAST,2015,1,5,0,37873,"Multifamily Housing, Office, Parking, Restaurant, Retail Store",62,2346692,1292155,1054537,65,-0.20679289649820556,0.08050200542140838
Hotel,98101,DOWNTOWN,2015,1,14,0,144614,Hotel,35,5525072,5269208,255864,50,1.1065907925551466,-0.1601796358986082
Mixed Use Property,98199,MAGNOLIA / QUEEN ANNE,2014,1,2,0,25532,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc)",27,627854,627854,0,4,-0.9170584384803114,-0.8982700026133257
Other,98134,GREATER DUWAMISH,2015,1,2,0,108036,"Automobile Dealership, Parking",46,4991894,3752536,1239357,92,0.8862687138351419,0.5137289597974383
Hotel,98103,LAKE UNION,2014,1,4,41539,85284,"Hotel, Parking, Swimming Pool",68,6042400,4115620,1926779,131,1.3203632669259242,1.1395012272294813
Warehouse,98108,GREATER DUWAMISH,1955,1,1,4222,47863,Non-Refrigerated Warehouse,69,3605856,732803,2873052,158,0.3135242019743418,1.5727281816055112
Small- and Mid-Sized Office,98108,GREATER DUWAMISH,1929,1,2,0,24990,Office,177,4420650,2167029,2253621,135,0.6502168408465147,1.2036829982481525
Other,98155,NORTHEAST,2013,1,1,0,72000,Other - Recreation,41,2925780,1901620,1024160,68,0.032500307500852935,0.1286383336854117
K-12 School,98144,GREATER DUWAMISH,2015,1,3,0,45000,"K-12 School, Parking",29,1325973,1325973,0,9,-0.6285787388791821,-0.8180427888399868
University,98195,NORTHEAST,1962,1,1,0,68072,College/University,46,3180819,3180819,0,22,0.13788860678302745,-0.6094520330293058
Mixed Use Property,0,NORTH,2005,1,1,0,20616,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare, Social/Meeting Hall",31,636966,636965,0,4,-0.913293139121942,-0.8982700026133257
